imgPath,label
/dataSet/train_000001.jpg,0
/dataSet/train_000002.jpg,0
/dataSet/train_000003.jpg,1
/dataSet/train_000004.jpg,1
/dataSet/train_000005.jpg,1
/dataSet/train_000006.jpg,1
/dataSet/train_000007.jpg,0
/dataSet/train_000008.jpg,0
/dataSet/train_000009.jpg,0
/dataSet/train_000010.jpg,0
/dataSet/train_000011.jpg,1
/dataSet/train_000012.jpg,0
/dataSet/train_000013.jpg,1
/dataSet/train_000014.jpg,1
/dataSet/train_000015.jpg,0
/dataSet/train_000016.jpg,0
/dataSet/train_000017.jpg,0
/dataSet/train_000018.jpg,0
/dataSet/train_000019.jpg,0
/dataSet/train_000020.jpg,1
/dataSet/train_000021.jpg,1
/dataSet/train_000022.jpg,1
/dataSet/train_000023.jpg,1
/dataSet/train_000024.jpg,1
/dataSet/train_000025.jpg,1
/dataSet/train_000026.jpg,1
/dataSet/train_000027.jpg,0
/dataSet/train_000028.jpg,1
/dataSet/train_000029.jpg,0
/dataSet/train_000030.jpg,1
/dataSet/train_000031.jpg,1
/dataSet/train_000032.jpg,1
/dataSet/train_000033.jpg,1
/dataSet/train_000034.jpg,0
/dataSet/train_000035.jpg,1
/dataSet/train_000036.jpg,1
/dataSet/train_000037.jpg,0
/dataSet/train_000038.jpg,1
/dataSet/train_000039.jpg,0
/dataSet/train_000040.jpg,0
/dataSet/train_000041.jpg,1
/dataSet/train_000042.jpg,1
/dataSet/train_000043.jpg,0
/dataSet/train_000044.jpg,0
/dataSet/train_000045.jpg,1
/dataSet/train_000046.jpg,0
/dataSet/train_000047.jpg,1
/dataSet/train_000048.jpg,1
/dataSet/train_000049.jpg,0
/dataSet/train_000050.jpg,1
/dataSet/train_000051.jpg,0
/dataSet/train_000052.jpg,0
/dataSet/train_000053.jpg,1
/dataSet/train_000054.jpg,0
/dataSet/train_000055.jpg,1
/dataSet/train_000056.jpg,0
/dataSet/train_000057.jpg,0
/dataSet/train_000058.jpg,0
/dataSet/train_000059.jpg,1
/dataSet/train_000060.jpg,1
/dataSet/train_000061.jpg,1
/dataSet/train_000062.jpg,1
/dataSet/train_000063.jpg,1
/dataSet/train_000064.jpg,1
/dataSet/train_000065.jpg,0
/dataSet/train_000066.jpg,1
/dataSet/train_000067.jpg,0
/dataSet/train_000068.jpg,0
/dataSet/train_000069.jpg,1
/dataSet/train_000070.jpg,1
/dataSet/train_000071.jpg,1
/dataSet/train_000072.jpg,1
/dataSet/train_000073.jpg,0
/dataSet/train_000074.jpg,1
/dataSet/train_000075.jpg,0
/dataSet/train_000076.jpg,1
/dataSet/train_000077.jpg,1
/dataSet/train_000078.jpg,1
/dataSet/train_000079.jpg,0
/dataSet/train_000080.jpg,1
/dataSet/train_000081.jpg,1
/dataSet/train_000082.jpg,1
/dataSet/train_000083.jpg,0
/dataSet/train_000084.jpg,0
/dataSet/train_000085.jpg,1
/dataSet/train_000086.jpg,1
/dataSet/train_000087.jpg,0
/dataSet/train_000088.jpg,0
/dataSet/train_000089.jpg,0
/dataSet/train_000090.jpg,1
/dataSet/train_000091.jpg,0
/dataSet/train_000092.jpg,1
/dataSet/train_000093.jpg,0
/dataSet/train_000094.jpg,1
/dataSet/train_000095.jpg,0
/dataSet/train_000096.jpg,0
/dataSet/train_000097.jpg,1
/dataSet/train_000098.jpg,0
/dataSet/train_000099.jpg,0
/dataSet/train_000100.jpg,1
/dataSet/train_000101.jpg,0
/dataSet/train_000102.jpg,0
/dataSet/train_000103.jpg,1
/dataSet/train_000104.jpg,1
/dataSet/train_000105.jpg,0
/dataSet/train_000106.jpg,1
/dataSet/train_000107.jpg,0
/dataSet/train_000108.jpg,1
/dataSet/train_000109.jpg,1
/dataSet/train_000110.jpg,0
/dataSet/train_000111.jpg,1
/dataSet/train_000112.jpg,0
/dataSet/train_000113.jpg,0
/dataSet/train_000114.jpg,1
/dataSet/train_000115.jpg,0
/dataSet/train_000116.jpg,1
/dataSet/train_000117.jpg,0
/dataSet/train_000118.jpg,1
/dataSet/train_000119.jpg,0
/dataSet/train_000120.jpg,1
/dataSet/train_000121.jpg,0
/dataSet/train_000122.jpg,1
/dataSet/train_000123.jpg,0
/dataSet/train_000124.jpg,1
/dataSet/train_000125.jpg,1
/dataSet/train_000126.jpg,1
/dataSet/train_000127.jpg,1
/dataSet/train_000128.jpg,0
/dataSet/train_000129.jpg,1
/dataSet/train_000130.jpg,0
/dataSet/train_000131.jpg,0
/dataSet/train_000132.jpg,0
/dataSet/train_000133.jpg,1
/dataSet/train_000134.jpg,0
/dataSet/train_000135.jpg,0
/dataSet/train_000136.jpg,1
/dataSet/train_000137.jpg,0
/dataSet/train_000138.jpg,1
/dataSet/train_000139.jpg,0
/dataSet/train_000140.jpg,0
/dataSet/train_000141.jpg,1
/dataSet/train_000142.jpg,1
/dataSet/train_000143.jpg,1
/dataSet/train_000144.jpg,0
/dataSet/train_000145.jpg,0
/dataSet/train_000146.jpg,1
/dataSet/train_000147.jpg,1
/dataSet/train_000148.jpg,1
/dataSet/train_000149.jpg,1
/dataSet/train_000150.jpg,0
/dataSet/train_000151.jpg,0
/dataSet/train_000152.jpg,0
/dataSet/train_000153.jpg,0
/dataSet/train_000154.jpg,1
/dataSet/train_000155.jpg,1
/dataSet/train_000156.jpg,0
/dataSet/train_000157.jpg,1
/dataSet/train_000158.jpg,1
/dataSet/train_000159.jpg,0
/dataSet/train_000160.jpg,1
/dataSet/train_000161.jpg,0
/dataSet/train_000162.jpg,0
